generation_project,timestamp,DispatchEmissions_tCO2_per_typical_yr,DispatchGen_MW,Energy_GWh_typical_yr,VariableCost_per_yr,gen_dbid,gen_energy_source,gen_load_zone,gen_tech,period,tp_weight_in_year_hrs
S-NG_CC,2025061500,3664.420978365,4.699999999999999,10.300049999999999,42186.12078599999,S-NG_CC,NaturalGas,South,NG_CC,2020,2191.5
S-NG_CC,2025061512,3664.420978365,4.699999999999999,10.300049999999999,42186.12078599999,S-NG_CC,NaturalGas,South,NG_CC,2020,2191.5
S-NG_CC,2035011512,0.0,0.0,0.0,0.0,S-NG_CC,NaturalGas,South,NG_CC,2030,8766.0
S-NG_CC_CCS,2025011500,0.0,0.0,0.0,0.0,S-NG_CC_CCS,NaturalGas,South,NG_CC_CCS,2020,1095.7440000000001
S-NG_CC_CCS,2025011512,0.0,0.0,0.0,0.0,S-NG_CC_CCS,NaturalGas,South,NG_CC_CCS,2020,1095.7440000000001
S-NG_CC_CCS,2025011600,0.0,0.0,0.0,0.0,S-NG_CC_CCS,NaturalGas,South,NG_CC_CCS,2020,1095.7440000000001
S-NG_CC_CCS,2025011612,0.0,0.0,0.0,0.0,S-NG_CC_CCS,NaturalGas,South,NG_CC_CCS,2020,1095.7440000000001
S-NG_CC_CCS,2025061500,0.0,0.0,0.0,0.0,S-NG_CC_CCS,NaturalGas,South,NG_CC_CCS,2020,2191.5
S-NG_CC_CCS,2025061512,0.0,0.0,0.0,0.0,S-NG_CC_CCS,NaturalGas,South,NG_CC_CCS,2020,2191.5
S-NG_CC_CCS,2035011512,0.0,0.0,0.0,0.0,S-NG_CC_CCS,NaturalGas,South,NG_CC_CCS,2030,8766.0
S-NG_GT,2025011500,0.0,0.0,0.0,0.0,S-NG_GT,NaturalGas,South,NG_GT,2020,1095.7440000000001
S-NG_GT,2025011512,0.0,0.0,0.0,0.0,S-NG_GT,NaturalGas,South,NG_GT,2020,1095.7440000000001
S-NG_GT,2025011600,0.0,0.0,0.0,0.0,S-NG_GT,NaturalGas,South,NG_GT,2020,1095.7440000000001
S-NG_GT,2025011612,0.0,0.0,0.0,0.0,S-NG_GT,NaturalGas,South,NG_GT,2020,1095.7440000000001
S-NG_GT,2025061500,0.0,0.0,0.0,0.0,S-NG_GT,NaturalGas,South,NG_GT,2020,2191.5
S-NG_GT,2025061512,1663.5115879883042,1.3768973443714816,3.017470530190102,100688.1636395954,S-NG_GT,NaturalGas,South,NG_GT,2020,2191.5
S-NG_GT,2035011512,0.0,0.0,0.0,0.0,S-NG_GT,NaturalGas,South,NG_GT,2030,8766.0
S-Biomass_IGCC,2025011500,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2020,1095.7440000000001
S-Biomass_IGCC,2025011512,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2020,1095.7440000000001
S-Biomass_IGCC,2025011600,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2020,1095.7440000000001
S-Biomass_IGCC,2025011612,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2020,1095.7440000000001
S-Biomass_IGCC,2025061500,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2020,2191.5
S-Biomass_IGCC,2025061512,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2020,2191.5
S-Biomass_IGCC,2035011512,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2030,8766.0
S-Biomass_IGCC_CCS,2025011500,-0.0,0.0,0.0,0.0,S-Biomass_IGCC_CCS,BioSolid,South,Biomass_IGCC_CCS,2020,1095.7440000000001
S-Biomass_IGCC_CCS,2025011512,-0.0,0.0,0.0,0.0,S-Biomass_IGCC_CCS,BioSolid,South,Biomass_IGCC_CCS,2020,1095.7440000000001
S-Biomass_IGCC_CCS,2025011600,-0.0,0.0,0.0,0.0,S-Biomass_IGCC_CCS,BioSolid,South,Biomass_IGCC_CCS,2020,1095.7440000000001
S-Biomass_IGCC_CCS,2025011612,-0.0,0.0,0.0,0.0,S-Biomass_IGCC_CCS,BioSolid,South,Biomass_IGCC_CCS,2020,1095.7440000000001
S-Biomass_IGCC_CCS,2025061500,-0.0,0.0,0.0,0.0,S-Biomass_IGCC_CCS,BioSolid,South,Biomass_IGCC_CCS,2020,2191.5
S-Biomass_IGCC_CCS,2025061512,-0.0,0.0,0.0,0.0,S-Biomass_IGCC_CCS,BioSolid,South,Biomass_IGCC_CCS,2020,2191.5
S-Biomass_IGCC_CCS,2035011512,-0.0,0.0,0.0,0.0,S-Biomass_IGCC_CCS,BioSolid,South,Biomass_IGCC_CCS,2030,8766.0
S-Residential_PV,2025011500,,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,1095.7440000000001
S-Residential_PV,2025011512,,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,1095.7440000000001
S-Residential_PV,2025011600,,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,1095.7440000000001
S-Residential_PV,2025011612,,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,1095.7440000000001
S-Residential_PV,2025061500,,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,2191.5
S-Residential_PV,2025061512,,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,2191.5
S-Residential_PV,2035011512,,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2030,8766.0
S-Commercial_PV,2025011500,,0.0,0.0,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,1095.7440000000001
S-Commercial_PV,2025011512,,0.0,0.0,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,1095.7440000000001
S-Commercial_PV,2025011600,,0.0,0.0,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,1095.7440000000001
S-Commercial_PV,2025011612,,0.0,0.0,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,1095.7440000000001
S-Commercial_PV,2025061500,,0.0,0.0,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,2191.5
S-Commercial_PV,2025061512,,0.0,0.0,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,2191.5
S-Commercial_PV,2035011512,,0.0,0.0,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2030,8766.0
S-Central_PV-1,2025011500,,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-1,2025011512,,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-1,2025011600,,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-1,2025011612,,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-1,2025061500,,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,2191.5
S-Central_PV-1,2025061512,,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,2191.5
S-Central_PV-1,2035011512,,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2030,8766.0
S-Central_PV-2,2025011500,,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-2,2025011512,,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-2,2025011600,,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-2,2025011612,,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-2,2025061500,,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,2191.5
S-Central_PV-2,2025061512,,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,2191.5
S-Central_PV-2,2035011512,,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2030,8766.0
